ids,locations,buildings,level,sizeFeet,BuyPricePerFeet,rentPricePerFeet,numberOfRooms,numberOfSuite,AgeOfBuilding,usage
b700216a-ccdb-45a9-a16c-d4c3813cf07b,火炭/沙田半山/九肚山,玖瓏山 傲瓏閣 第2座 ,3,964,30912,,,,4,
b2bb0fd0-c361-45a1-a9bb-41b9fcebd148,屯門,怡樂花園 1座 ,1,414,10289,,,,31,0.77
44e267ed-f79e-4b61-8a91-fe99ae56e7da,沙田,碧濤花園 1期 雅碧閣(1座) ,2,646,13777,,"3
",,28,0.68
0d93ee63-ba35-48e2-b33a-5f00d57e47b8,屯門,萬寶大廈 ,1,256,16015,,,,37,0.72
fb50d578-cf74-434a-a5fb-2e49877598ed,馬鞍山,曉峰灣畔 4座 ,3,482,14730,,,,19,0.79
62861c85-9b36-4749-8dc4-621305560aa4,堅尼地城/西營盤,曉譽 ,3,320,23125,,"1
",,5,0.74
17361027-967e-4f12-9c09-e3e7bd791d13,大埔半山/康樂園,逸瓏灣 I 大廈16座 ,3,887,14092,36,"3
",1,4,
d2882220-0e18-4c00-bccf-aab4904bf4f3,土瓜灣,嘉景花園 C座 ,2,354,16666,,,,26,0.76
4daa6367-e66a-42f2-bc06-b525aa8bcfd4,上水/粉嶺,維也納花園 1座 ,1,677,9276,22,"3
",1,26,0.75
d6ddc770-949f-4508-9cb4-7480da765a9f,將軍澳,新都城 2期 6座 ,3,441,15600,,"2
",,19,0.71
9cffeeb3-46c2-4fdc-bf85-f8f14d4bbfd0,北角/炮台山,康和苑 ,3,924,19264,,"3
",1,35,0.8
90bc3ba9-6cb5-42c4-83f0-1f28a6f35c9f,旺角/油麻地,麥花臣匯 1A座 ,1,688,18895,,"2
",1,7,
9c92e5dd-2666-4626-99f1-97b2c91b923d,又一村/石硤尾,帝景峰 帝景居 5座 ,1,1462,27222,,,,20,
34cc26c6-4af5-45af-aa70-d2389d8dc710,又一村/石硤尾,帝景峰 帝景軒 7座 ,2,969,24561,,"2
",1,21,
70afd913-0083-4fb2-b1db-17ef38f44d57,跑馬地/東半山,樂天峰 ,1,1281,46838,69,"3
",,9,0.77
229d999c-b913-44ab-a3bc-cbcc91df9f0e,黃埔/海逸,海逸豪園 4期 海逸灣 19座 ,3,561,18716,,"2
",,18,0.75
6c2c7138-73a2-4591-824e-3850d0f79803,大埔半山/康樂園,淺月灣 1期,,1896,12130,,,,20,0.66
0b37da02-cdf7-42e0-a604-79f5665859b8,海怡半島,海怡半島 4 期 御庭園 御盈居 (26座) ,3,743,16487,,"3
",1,24,0.78
d838f96d-8638-4223-ae2f-f9d8f58d7f9b,大圍,名城 3期 盛世 1座 ,1,757,21136,41,,,8,0.76
e90c46ef-069c-4190-9f6c-597e8df12880,旺角/油麻地,形品‧星寓 ,3,392,18622,,"1
",,8,0.78
368bc8b6-8cc1-4952-9fef-a580126e3205,元朗,金莎花園,,635,9259,,,,23,0.78
6bd3029a-5835-4d24-8815-9126ede9beff,奧運站,凱帆軒 3座 ,2,447,20134,,,,16,0.74
65c0f7e4-7ec8-4e12-82a3-bb9935f17783,屯門,恆福花園 2座 ,3,529,10396,,"3
",,26,0.8
c5fd9cf3-15e6-44e7-b09f-4f191800759d,大埔半山/康樂園,嵐山 2期 2座 ,1,491,13849,,"2
",,4,
7e65ef06-4bb9-4f9d-bb2d-a0dc9d12efa0,何文田/京士柏,翠華大廈 1座 ,1,1767,14714,,"5
",1,61,0.8
9b331010-7a35-4734-9dbf-2301c4ec55a8,西半山,禮賢閣 B座 ,2,1009,17839,,"3
",,44,0.85
7bd838c0-5cd6-4b03-b36e-0e5022f867ae,馬鞍山,銀湖‧天峰 6座 ,3,1856,14816,,,,10,0.77
2372b039-1f72-46bf-9e8a-7ca6cf83fdd5,大圍,溱岸8號 5座 ,1,1232,25568,,,,7,0.76
a1312c73-b329-467e-b2a9-8ad5c4d9fe5a,將軍澳,慧安園 4座 ,1,354,17796,,,,25,0.73
7c34b9f5-f280-4ea7-b7e3-59138ebb51f5,灣仔/銅鑼灣,囍匯 2期 1座 ,2,461,29284,,"1
",,4,
2e1442ef-2ec0-497f-b77f-ffae29cb4c69,海怡半島,海怡半島 2 期 怡景閣 (8座) ,2,639,15962,,"3
",1,27,0.81
4d5413ac-a311-4753-a253-ae7171449b11,荃灣,名逸居 1座 ,3,530,16037,,,,17,0.75
5341b4c0-ec64-43cc-b2a0-ba1badd5018e,愉景灣/離島,愉景灣 11期 海澄湖畔一段 海澄閣 ,2,809,10815,,"3
",1,17,0.73
e8558b8d-2eea-4612-97cd-199f19a18456,將軍澳,廣明苑 廣隆閣 (B座) ,2,646,10835,6656,"3
",,21,
f8a12f63-374d-45e9-9e99-e54c1a58d428,堅尼地城/西營盤,均益大廈 第1期 均益大廈第1期 ,2,370,16486,,,,45,0.77
b0a43995-1049-4523-b352-f8e8ff7a2131,何文田/京士柏,碧佳閣 ,3,540,16296,,"3
",,34,0.7
b6423654-c6b2-4f3d-add8-53b402c2a292,大埔墟/太和,寶雅苑 興和閣 (B座) ,3,443,13273,9706,"2
",,30,0.76
65c7bc94-c043-45dc-bc15-6be796083927,愉景灣/離島,愉景灣   ,3,1347,11507,,"3
",,23,0.86
517d1882-c512-4c05-bd13-3a5258fb7df4,大埔半山/康樂園,嵐山 1期 3座 ,2,735,12448,,,,5,
312e3150-a244-44a6-a110-7920c04dfe4c,大埔半山/康樂園,天賦海灣   ,1,1660,21084,,,,7,0.76
73f9431a-6117-4041-9997-dadc15c4ef46,大埔墟/太和,美豐花園 A座 ,1,293,15324,,,,27,0.78
ce268004-96ff-4459-a91f-f483a5bd383a,屯門,華樂大廈 ,2,396,10606,,"2
",,37,0.77
6060393d-a58b-4ba5-93b8-0bc224f0794e,元朗,康樂廣場 ,2,374,13368,33,,,24,0.68
26a0c43d-19fa-4ecf-a78b-b419e1424fa0,何文田/京士柏,年豐樓 ,3,995,14070,,"3
",1,46,0.83
752bcd34-738a-40a6-8f2d-6a41ea625ecd,跑馬地/東半山,Coho ,3,316,28164,,"1
",,3,
88a83cc6-70cd-432c-a170-fa32551214e3,上環/中環/金鐘,盈峰一號 ,2,750,26666,,,,10,0.75
72942ea2-9c96-4e6c-980c-a97884c2188c,大埔半山/康樂園,天賦海灣 2期 溋玥 11座 ,1,1160,26379,,,,7,0.69
ccee4ccf-a2c9-4a43-a7c3-55b155d4d2f3,山頂/南區,麗景道,,2821,11.34萬,,"5
",4,36,0.76
87fc3699-6ff0-4fdd-b11d-9d078bdeb1e2,大圍,名城 2期 盛薈 2座 ,3,680,17647,,,,9,0.75
543f348e-df0d-49a4-8608-38b3c2528e01,沙田,沙田第一城 5期 50座 ,3,284,16197,,"2
",,33,0.72
057ef63b-4765-4560-a9fd-d1557cdec950,元朗,青山公路洪水橋段 ,2,409,9535,,"2
",,40,0.82
0a3f9df4-0606-40dd-9c89-cfb5a2dec274,將軍澳,天晉 Iiia 3B座 ,3,735,19727,,"3
",,3,
39e66588-4bf7-4cac-b55f-ae405894702d,北角半山,摩天大廈 ,3,1806,22148,,"3
",1,55,0.82
ab6bbd1b-1dde-4d20-a95d-98d4e62c31e1,北角半山,瓊峰園 C座 ,2,2379,23959,,"4
",2,49,0.95
01542e3f-2f53-4f9e-ba48-79d112c9e7f9,北角/炮台山,城市花園 1期 2座 ,2,807,18091,,"3
",1,36,0.9
2615a08f-9b6e-4ef6-b73d-b4b470be41a1,西半山,The Babington ,3,1593,34526,63,,,10,0.72
d037041a-fac9-4145-ac37-29220a6ad49e,西貢,帝琴灣 凱弦居 5座 ,3,1104,13586,,,,21,0.87
31ee7175-7cea-49c8-95d4-2e42ea8aed18,何文田/京士柏,太子道西 ,2,1017,17502,,,,55,0.8
49f1a4bf-329f-4d80-9a5a-a6245d1a23b1,馬鞍山,海柏花園 2座 ,2,550,16000,,,,25,0.74
1168b0c3-9d94-4058-9d7b-1accd254b2c2,馬鞍山,銀湖‧天峰 2座 ,2,603,16417,,,,10,0.76
aa38f7f5-6dd4-4ced-9701-6084ecf55466,中半山,倚雲閣 ,3,1213,30338,,"2
",1,41,0.82
82d65d5c-8f64-433e-b115-9cc644bf37c8,西半山,美麗閣 ,2,941,21253,,"3
",,49,0.88
29cc5e99-de62-49a4-a533-090519bb94ce,屯門,彩暉花園 B座 ,1,552,9239,,,,30,0.87
6e65af4a-f8f6-4132-b854-4351fd5ed5cc,九龍塘/畢架山,愛賓花園 ,3,1534,28031,,"3
",1,38,0.91
0b11164e-3de9-4415-a6f3-9f484a6fc764,青衣,宏福花園 1座 ,3,712,13988,,"3
",1,24,0.87
cfd1b562-d202-4b3e-b08d-fdd5a39c5591,青衣,青宏苑 宏就閣 (A座) ,2,506,12252,,"2
",,18,0.74
a6ad6778-15ed-44fe-98e3-d9bb5fce716b,火炭/沙田半山/九肚山,玖瓏山 傲瓏閣 第1座 ,2,657,15981,,,,4,
97089692-7d90-4891-ad2f-3fed62312062,元朗,尚悅 12座 ,1,440,13363,,"2
",,6,0.74
24b08669-5532-433e-a4ec-d7f3c144e0f9,跑馬地/東半山,名門 5座 ,1,871,25028,,"2
",1,13,0.75
6b34cd2a-fe8b-45fb-bf75-0463464341de,上水/粉嶺,天巒,,2792,28653,,,,,0.59
64e1842e-07f9-43d0-86d8-3df522cd345b,香港仔/鴨脷洲,碧瑤灣 20座 ,3,1363,19809,,"3
",1,40,0.9
ff521132-1382-4267-81d8-8e1a8928928e,屯門,瓏門 1期 5座 ,1,1132,15017,,"3
",1,7,0.77
6645e46b-31b9-476a-9d97-f23f3d93ea13,跑馬地/東半山,加路連花園 ,3,798,21303,,"3
",1,24,0.7
5bbd5135-a590-4ce4-a001-81af39a5bc39,太古城,太古城 海天花園 啟天閣 (55座) ,1,797,21580,,"3
",1,33,0.88
18e1968e-f97c-4259-a677-4f0b63c732b1,東涌,東環 2期 1B座 ,3,380,12895,,,,3,
64a99ae1-43d0-4c03-8ad1-c789cdf28a0d,九龍站,The Austin 3A座 ,3,899,27808,,,,5,
51fb115c-87a7-4edb-ba36-8a896ab2d020,灣仔/銅鑼灣,嘉薈軒 ,1,482,20331,,"1
",1,12,0.75
bb6eaae3-58c1-4a74-8db5-a3843e55c538,青衣,翠怡花園 1期 6座 ,3,467,13447,,"2
",,30,0.78
3e5bd85f-644e-48f0-91b9-aa3274e43218,九龍站,君臨天下 3座 ,3,794,34634,54,,,16,0.73
9f985016-fe24-44be-93e7-212b85d336a6,海怡半島,海怡半島 3 期 美軒閣 (23座) ,3,590,14033,,,,25,0.79
10560b41-e8ef-4b95-ae3c-780af29aff25,美孚/華景,曼克頓山 3座 ,3,576,18750,43,"2
",,13,0.77
82c1c1b9-094c-4429-bd11-bdbf252dc313,黃埔/海逸,都會軒 1座 ,3,453,19426,,"2
",,17,0.76
1aa35934-9ca3-4c73-a215-3fa6caf4fea9,灣仔/銅鑼灣,嘉薈軒 ,3,350,20857,,,,12,0.78
2e572dc7-08d0-4d80-830d-f6bb3c212989,香港仔/鴨脷洲,雅濤閣 1座 ,3,577,12651,,"3
",,18,0.84
1fac3fe9-51ba-4889-b471-bb9f641beb6e,將軍澳,帝景灣 2座 ,1,764,24607,,"3
",,3,
c69cb57d-8c00-4f5d-a083-8be0ba1ef6ca,西貢,立德台,,1561,24343,,,,43,
cb390db3-8d6f-4dcc-bf10-39c378c56b96,火炭/沙田半山/九肚山,御龍山 11座 ,3,495,19797,,"2
",,11,0.76
c7d0177a-65f5-4737-8e85-1247ee892954,北角/炮台山,海峰園 2座(崇峰閣) ,2,623,20866,,"2
",,31,0.86
8000bd51-6d1d-45f0-b343-1c9466ecc54b,元朗,Yoho Town 1期 1座 ,2,433,15427,,,,15,0.75
a00abb69-3914-438c-9dee-da13d00e3b51,中半山,愛都大廈 1座 ,2,2888,31163,,"4
",2,36,0.86
747fa949-7bb6-4a21-bf40-3c052edbdc77,屯門,茵翠豪庭,,795,13836,,,,16,0.69
e6595479-df83-4c8d-a76c-8adb82737b4f,大埔半山/康樂園,逸瓏灣 I 大廈3座 ,3,1776,35957,,,,4,
32805cfe-907d-4618-bb59-ec417a9803db,北角/炮台山,豪廷峰 2座 ,1,848,26533,,"3
",1,19,0.76
6475510d-d07a-4dc4-8bf8-9da1e40b0ee4,中半山,永威閣 ,3,1478,22395,,"3
",1,30,0.79
02983a18-b0a8-4509-9cc3-6039e5453610,跑馬地/東半山,美華閣 ,2,479,22964,,"1
",,37,0.67
d2860a99-a018-4e13-b0f8-a479e1039e19,中半山,愛都大廈 1座 ,3,2888,25969,,"4
",2,36,0.86
5ad3febb-b42e-456a-86af-b4f33c0342d8,中半山,君珀 ,2,1452,44077,,"3
",2,5,0.72
daa9538c-0b40-4e09-a778-4c9a769a26ea,屯門,屯門市廣場 2期 1座 ,2,327,13761,,"2
",,31,0.73
6494d387-1ab5-49b8-bf7a-370326649807,屯門,海翠花園  ,3,668,12125,,,,31,0.83
399dcf57-904f-441e-972a-a9acd7a8efdb,麗城/青山公路(荃灣段),麗城花園 1期 3座 ,2,481,14760,,"2
",,32,0.81
65023603-0a51-4b52-83cd-e04b20653a9e,大埔半山/康樂園,比華利山別墅 1期 湖景道 洋房1,,1606,10585,,,,17,0.59
839d1c7f-1be3-4d25-b321-b483188dd85c,九龍灣/牛池灣,麗晶花園 8座 ,3,407,12899,,"2
",,34,0.86
2d2d1ff0-5df3-41ce-8df9-c16ce0ebc86f,美孚/華景,浩景臺 6座 ,2,582,12697,,"3
",1,,0.79
04f3c8a5-e960-4959-b4ed-0baf5ff924e0,堅尼地城/西營盤,縉城峰 2座 ,3,374,25668,,"1
",,10,0.75
f10bb69c-6455-41fb-88cb-039c10deead4,堅尼地城/西營盤,安景閣 ,3,314,24840,,"2
",,23,0.67
77761b5b-300e-4bcf-9410-4dfe50d0219a,鰂魚涌/康怡,惠安苑 F座 ,2,894,14854,,"3
",1,44,0.88
3d8df619-8520-4253-86e6-b6b439433cab,將軍澳,寶盈花園 8座,,484,11983,,"2
",,18,
1dd8a4b6-3df0-4e97-be56-3cf6004df1b7,深井/青山公路(屯門段),翠濤居 2座 ,2,549,10928,,,,17,0.76
47369ba4-7743-487b-b27c-80a177c79731,上水/粉嶺,牽晴間 1座 ,1,988,12651,,"4
",1,20,0.78
5ff1718a-fab8-4c44-94ea-13ce791ca335,山頂/南區,Ondina Heights 6座,,2894,89841,,"4
",,30,0.87
6e81528a-ebf2-4f66-b3f8-cef433d732bc,長沙灣/深水埗,李鄭屋邨 和平樓 (3座) ,2,277,8303,,,,,
fdf729f1-eb6e-4cdf-a820-99a3a627dae7,土瓜灣,馬頭圍道418號 ,3,465,19354,,,,17,0.65
2d2edc2b-30bb-4c3b-b5a2-1ca21fe3297c,屯門,利寶大廈 ,1,269,14126,,,,37,0.74
8614eccd-fa4f-4080-a58a-9c10d4802ec3,深井/青山公路(屯門段),翠峰小築 1座 ,2,825,11612,,,,20,0.77
bceeb6dc-8aef-4c4d-8d5b-d6b0f915c3d1,將軍澳,蔚藍灣畔 6座 ,2,722,18005,,"4
",1,15,0.74
79f6d8ac-7f0f-4274-a0dd-143c35b288e3,香港仔/鴨脷洲,碧瑤灣  ,1,1296,27006,,"2
",1,44,0.82
e4252a79-9d32-4f0e-91fb-951379d3b1fc,尖沙咀/佐敦,帝國大廈 ,2,803,24906,,"3
",,46,0.71
f2048f7a-a1a4-4c60-b285-613f38a05d88,香港仔/鴨脷洲,利港中心 ,3,392,16581,,"2
",,30,0.78
0ee14878-b0e3-49a5-84e6-d409fb96cde1,筲箕灣/柴灣/藍灣半島,峰華邨 曉峰樓 (2座) ,1,385,7740,,,,,
2fc0336b-2157-412b-a6c4-6b7a4380c639,大埔墟/太和,大埔中心 4期 6座 ,2,451,16363,,"2
",,34,0.74
3525cd5b-4ab8-44c5-a07a-f98d400953c1,北角/炮台山,港逸軒 ,1,200,30000,,"1
",,16,0.64
b90ae364-16f3-438f-91ae-c2ff8fc85268,屯門,景峰豪庭 1座 ,1,535,12149,,"2
",,21,0.83
8a27326f-5aea-4920-92b2-f8909e712074,沙田,帝堡城 3座 ,3,753,15670,,,,20,0.78
056fb2b8-94fc-4eb9-8d64-a4a58dbdcd0c,太古城,太古城 高山台 泰山閣 (8座) ,3,689,17416,,"3
",,42,0.87
a152c2f0-30ec-4ace-ad50-f1fba453fcb9,東涌,東環 1期 3A座 ,3,572,13111,,,,3,
8cec139f-06b7-47f9-b3e5-417f1dfc228a,山頂/南區,紅山半島 A區(4期) 6座 ,3,1013,28430,59,"2
",1,,0.73
65273aba-1e11-4b47-80ea-c0b10bbde05c,尖沙咀/佐敦,凱譽 ,2,350,37714,,,,17,0.73
d7051d58-5457-4d05-ba18-3a8beebe7193,西貢,相思灣路,,1350,18518,,,,,
907be2e3-6a59-4b71-b19d-fe9eed28a21f,北角半山,富豪閣 4座 ,3,718,19331,,"2
",1,40,0.83
49fcd8e8-6d1d-4cc4-b7a7-4280bb0b5d69,跑馬地/東半山,嘉樂居 ,3,284,20070,,,,29,0.67
d912493a-5261-48df-84e9-8512e06ad251,將軍澳,日出康城 1期 首都 佛羅倫斯 (1座-右翼) ,3,680,13235,,"3
",1,11,0.75
eb611831-6a73-472e-a712-acd1197d7345,深井/青山公路(屯門段),碧堤半島 2期 5座 ,2,808,14851,,,,13,0.77
6fb0bfb3-ea30-4a30-abda-7f5b31050ed4,鰂魚涌/康怡,基利坊 ,3,391,18414,,"2
",,41,0.82
a3b99f63-3fd4-4a7b-a9ce-e75c5bc47f2c,沙田,碧濤花園 1期 百利閣(2座) ,2,764,13743,,,,28,0.69
adc18d87-d9d1-42a6-8a8b-ed017adf666f,屯門,兆康苑 兆基閣 (R座) ,2,467,12162,,"2
",,35,0.83
f9be44fd-2ddb-44cf-a8a7-4b4ed8b1a67a,愉景灣/離島,愉景灣 13期 尚堤  ,1,1597,14276,,"4
",1,13,0.79
ee0f3638-30d5-4323-9d26-7831789bd008,山頂/南區,紅山半島 A區(4期) 5座 ,1,1567,29674,50,"3
",1,,0.73
33491893-bd3e-4c63-92fe-ce46f9ec3d27,跑馬地/東半山,山村臺,,1103,16319,,"2
",2,63,0.92
b279f675-3ff6-4245-a8f9-bf117934601f,北角/炮台山,寶峰閣 ,3,753,18326,,"3
",1,31,0.71
cb731895-7567-4187-a1ca-d04d67adffd2,香港仔/鴨脷洲,福群大廈 (香港仔大道) A座 ,2,450,18888,,"2
",,36,0.76
aa05f7f5-17b1-4622-8490-0e69399b46f9,美孚/華景,清麗苑 麗建閣 (C座),,426,13615,,"2
",,38,0.81
42215954-3d76-4f11-a1e1-7b34145c371d,屯門,怡樂花園 3座 ,3,335,12835,32,"2
",,31,0.76
37351d2a-e45c-4aa4-9ad6-07e2c389e793,將軍澳,維景灣畔 1期 6座,,530,35471,,"2
",,19,0.74
98c48907-d60d-4b3d-9a28-97b2139d015d,跑馬地/東半山,大坑道1號 ,3,575,21530,,"2
",,29,0.78
9f1e05c9-a40a-45ab-b938-f5b6ecc01744,西貢,井頭,,1950,13333,,,,,
eb7ef4dd-28bc-440e-80e0-0651c93b0a51,旺角/油麻地,奧城‧西岸 ,3,442,29411,,"2
",,3,0.73
835df503-ade8-43aa-830c-d21139965b19,屯門,雅都花園 C座 ,3,426,13849,,"2
",,32,0.8
ab793dac-6da4-4755-982b-d021cb94c0b3,天水圍,嘉湖山莊 1期 樂湖居 11座 ,2,548,10583,,,,27,0.77
f187ad15-0d06-4690-ad95-fe07c7f9cc74,藍田/油塘,麗港城 4期 23座 ,3,1204,14368,,"2
",,25,
39edcffc-b452-496f-a966-98f73d18fb2c,跑馬地/東半山,山光苑 2座 ,1,615,24390,,"2
",,43,0.82
7f3d01c7-67aa-4bc8-a966-25c02a032241,中半山,世紀大廈 1座 ,2,2041,41646,,"2
",1,48,0.8
3c3b5b7a-00a7-4fb4-8689-24e396b14aec,九龍站,擎天半島 1期 3座 ,1,809,34610,,"2
",1,17,0.75
6169db7c-959e-4f48-85f3-bba0f3d3710a,屯門,恆福花園 3座 ,2,437,12242,,"2
",,26,0.79
066b89f1-07a6-4780-862b-20aad728ca78,上環/中環/金鐘,維港峰 ,3,540,31481,,"1
",1,4,
a219c2d7-6d5e-4c83-b7f7-24b018fd12cf,西半山,慧豪閣 1座 ,3,432,27777,,"2
",,25,0.79
2591ae91-e3a2-40e9-a2a6-3d6a97ee1e7d,沙田,沙田第一城 5期 49座 ,1,284,17781,,"1
",,33,0.72
fbc5baea-bf56-44d0-b6c6-b02251d5bb64,屯門,屯門市廣場 3期 8座 ,2,399,14786,,"2
",,27,0.73
a0678b83-6b8c-4753-96c4-c6fe6fa7102b,深井/青山公路(屯門段),龍珠島別墅 F1座 ,2,286,13461,,"1
",,48,0.68
b42647ce-02ff-4f65-8945-e7b889fdd230,奧運站,帝峰‧皇殿 7座 ,3,333,30030,,,,9,0.8
57442c78-76fd-42d3-a49d-7d0328177702,鯉景/嘉亨/逸濤/西灣河,逸濤灣 冬和軒 (4座) ,1,574,26132,,,,18,0.78
4783242e-59d0-4539-a806-2369be0e52e1,葵涌,寶星中心 D座 ,3,327,14067,,,,35,0.7
05bf57d7-4c0b-4be9-a607-95da3ae7a6f2,大埔半山/康樂園,嵐山 1期 6座 ,3,910,12967,,"3
",1,5,
1946bba2-5427-4f92-bd63-3b1107d951c7,黃埔/海逸,黃埔花園 10期 綠榕苑 3座 ,1,708,19491,,,,31,0.88
59213ac9-56c1-4342-b686-73e44cb8c42a,屯門,兆安苑 定安閣 (H座) ,1,495,8444,,"2
",,38,0.84
c9190f04-3529-4c10-9f10-c8517cff7335,大埔墟/太和,運頭塘邨 運臨樓 (2座) ,1,445,7865,,,,,
8b3c63ea-9db5-4af6-84ed-ebe062da0850,北角/炮台山,康福園 A座 ,1,1003,19740,,"3
",1,45,0.87
71444cc3-b0bb-4aea-b308-00b77628479d,大埔半山/康樂園,嵐山 1期 8座 ,1,942,11677,,,,5,
5ab3ae35-4563-4e29-8c1a-f68035892ae1,深井/青山公路(屯門段),浪濤灣 3座 ,1,886,12979,,"3
",1,17,0.74
7d22f661-0e20-4fd9-9026-bab4d364c18b,長沙灣西,宇晴軒 1期 5座 ,2,921,16829,,"2
",,14,
df170304-66f8-4641-9170-eac209e81da2,西貢,飛鵝花園,,2687,35355,,,,36,
b9e9f0db-abe3-4fbf-a83d-71911eeb6c12,土瓜灣,翔龍灣 5座 ,3,427,19859,,,,13,0.73
2f5e1707-e068-477c-8e1f-b2b7e020622f,元朗,尚悅 1座 ,2,424,14339,,"2
",,6,0.74
65146ae4-3040-414f-bde0-83b94e393d23,美孚/華景,荔欣苑 荔林閣 (C座) ,1,531,12429,,"2
",,18,
d8397e8e-d35c-4b40-aa71-da7b256c3402,葵涌,嘉翠園 2座 ,1,456,13815,,"2
",,27,0.82
5b019b67-bc2d-4490-a6c5-4cf96591b6d4,屯門,怡樂花園 2座 ,2,511,11350,,,,31,0.78
46c2c19d-49df-4ba2-b57a-26976b9044af,屯門,邁亞美海灣 1座 ,1,631,13629,27,,,28,0.78
82598d25-63c7-4ed9-b14a-fc23f5a62f3f,堅尼地城/西營盤,寶德大廈 ,2,322,21739,,,,35,0.72
6abc5603-358c-40d5-8cbe-d51a30f804ca,貝沙灣,貝沙灣 6期 1座 ,2,459,27450,,,,11,0.77
92ff13d3-34c7-43f2-b4a6-e7a48845a5a0,沙田,銀禧花園 2座 ,2,510,15490,,,,33,0.78
722548c7-a256-4859-aef6-647277206e0b,中半山,慧景臺 A座 ,1,755,29139,,"2
",1,41,0.89
b989c819-9d75-4a47-a40a-7e79b1a6a1b0,土瓜灣,偉恆昌新邨 昌景閣 A座 ,1,456,14912,,,,41,0.84
2b16ed67-22f2-4262-87e5-dc2f0820d534,堅尼地城/西營盤,寶林閣 ,2,460,18478,,,,29,0.61
0669755a-7a77-47e9-bb52-0b7aed94e3f0,葵涌,葵芳閣 2座 ,3,397,16372,,"2
",,35,0.82
c0f6a803-8d94-47b5-8eb5-b4dd772ff5ae,屯門,彩暉花園 E座 ,3,567,9700,,,,30,0.87
259d0733-1837-45c2-852a-eaee21e72a33,火炭/沙田半山/九肚山,晉名峰 B座 ,3,602,16445,,"2
",,13,0.8
feb44d33-b3e1-4a15-a444-7b1207af5333,火炭/沙田半山/九肚山,御龍山 9座 ,3,935,25454,,,,11,0.78
60bab6f4-e366-41da-bcc1-ee6d48ac7511,旺角/油麻地,亮賢居 ,3,555,15855,,"2
",,11,0.71
56c44a39-9be2-423c-8b39-e8fb7632c99d,大圍,溱岸8號 3座 ,1,508,23622,,,,7,0.76
e2b5ab00-0ae8-4f6e-b610-51113beb2d25,北角/炮台山,百福花園 鴻福閣 ,3,597,15410,,"2
",,38,0.86
3e381e79-d75f-458c-bad0-be55c106679d,長沙灣/深水埗,青山道 ,1,454,12995,,"2
",,44,0.8
242df3b7-dc7b-4050-991c-7a03d9e9f412,大埔墟/太和,大埔中心 1期 2座 ,3,361,14903,,,,34,0.75
8437573a-6230-4f8c-82ad-437077bc559e,藍田/油塘,麗港城 1期 2座 ,3,517,14506,,"2
",,29,0.81
34e7b0e7-80d5-4ca7-921c-396d8ee4315f,愉景灣/離島,愉景灣,,1326,14291,,"3
",1,17,0.8
7ae1e17e-80ef-4054-9684-3b5fb1b0e189,奧運站,港灣豪庭 1期 4座 ,3,320,21187,,"2
",,16,0.67
8ae5c758-eaf5-41de-b309-75bbd7fd1088,大圍,名城 3期 盛世 1座 ,3,786,16284,,,,8,0.76
cab32175-d4b1-49ac-877a-96aac4d4e331,天水圍,柏慧豪園 1期 2座 ,2,498,13052,,,,12,0.76
6e469c61-e306-4c46-a360-0ceb5eae81b1,筲箕灣/柴灣/藍灣半島,海峰中心 ,1,355,19014,,"2
",,26,0.71
4650fb18-d5f4-4f3b-8e76-c152edd810c6,跑馬地/東半山,景光樓 ,1,259,25096,,"1
",,30,0.65
a8a47756-2f1c-4978-928d-aacfd72beddb,荃灣,環宇海灣 7座 ,2,664,15060,,"3
",1,5,
a000410e-e5cc-4909-a1e3-c00e400ffaf3,香港仔/鴨脷洲,深灣軒 1座 ,2,483,18426,,,,15,0.75
7befd6ee-2e70-465c-848a-1fcd7cfdab2d,黃埔/海逸,海逸豪園 1期 綠庭軒 4座 ,1,1421,18859,,"5
",1,18,0.8
137f17cb-a36f-43d7-abd3-dacbbbdf4468,葵涌,寧峰苑 庭峰閣 (C座) ,3,506,9486,,"2
",,18,0.76
046b8e4c-db1a-4ea2-8af5-e43ca1552b6a,青衣,盈翠半島 1期 3A座 ,3,1038,25048,,"4
",1,20,0.8
ab6d0720-9d46-4b1b-aae3-20b7c1c5346e,青衣,曉峰園 1座 ,1,546,15567,,"2
",,20,0.81
ad990c98-0d55-4afb-a8c7-9f6840e31db2,屯門,康寶路,,612,12254,,,,16,0.69
ec171aa0-c90e-4af9-8d7a-01e591074c63,屯門,新圍苑 新凱閣 (D座) ,3,554,10613,,,,29,0.78
fb6010eb-b601-4332-b5ae-2320349d0249,跑馬地/東半山,豐盛苑 ,1,325,17846,,"1
",,27,0.7
2ae20bfd-eec0-44b4-a0d1-35a84856facd,深井/青山公路(屯門段),香港黃金海岸 11座 ,2,535,14205,,,,27,0.76
0612d999-2cfc-45d6-9a15-40b5d9739edb,跑馬地/東半山,鳳輝閣,,536,16604,,"2
",,41,0.71
c021defb-1318-42ab-8bec-2f52c2ad8fcd,九龍灣/牛池灣,宏光樓 C座 ,2,386,13937,,,,42,0.8
22de82f3-175a-45b2-91fc-cfcc38acb07c,大圍,金獅花園 1期 金華閣 (D座) ,2,285,18526,,,,33,0.56
86556a4a-7ec3-4a35-93f3-005a221054de,大埔半山/康樂園,逸瓏灣 I 大廈17座 ,2,887,15760,32,,,4,
